C00104083|17050|2017|190|190|1
C00161414|35243|2017|125|315|2
C00161414|35216|2017|174|489|3
C00161414|35242|2017|174|712|4
C00161414|35223|2017|174|1087|5
C00161414|35242|2017|190|1296|6
C00161414|35223|2017|190|1921|7
C00161414|45245|2017|190|2129|8
C00275529|78266|2017|190|2704|9
C00035691|80202|2017|205|2909|10
C00035691|77072|2017|205|3117|11
C00035691|77072|2017|205|3325|12
C00035691|77072|2017|208|3533|13
C00035691|77032|2017|208|3741|14
C00035691|77042|2017|208|3967|15
C00415026|20006|2017|208|4175|16
C00364778|10036|2017|208|4385|17
C00364778|10036|2017|208|4593|18
C00364778|10036|2017|208|4633|19
C00365502|28277|2017|208|4841|20
C00365502|24503|2017|208|5049|21
C00365502|24551|2017|208|5257|22
C00365502|44333|2017|208|5465|23
C00033555|31792|2017|208|5561|24
C00089136|23226|2017|208|5769|25
C00089136|22304|2017|208|5977|26
C00089136|23226|2017|208|6185|27
C00089136|30305|2017|208|6393|28
C00089136|23238|2017|208|6601|29
C00089136|06840|2017|208|6809|30
C00089136|30004|2017|208|7017|31
C00089136|23103|2017|208|7225|32
C00089136|98005|2017|208|7433|33
C00089136|23238|2017|208|7943|34
C00089136|98077|2017|208|8215|35
C00089136|23111|2017|208|8423|36
C00089136|23059|2017|208|8631|37
C00089136|23113|2017|208|8839|38
C00089136|23226|2017|208|9047|39
C00089136|23238|2017|208|9255|40
C00089136|23059|2017|208|9463|41
C00089136|23238|2017|208|9671|42
C00035006|94583|2017|208|9879|43
C00035006|94583|2017|208|10087|44
C00035006|94583|2017|208|10295|45
C00035006|94583|2017|208|10503|46
C00035006|94583|2017|208|10711|47
C00035006|94583|2017|208|10919|48
C00035006|94583|2017|208|11127|49
C00035006|94583|2017|208|11335|50
C00035006|94583|2017|208|11543|51
C00035006|94583|2017|208|11751|52
C00035006|94583|2017|208|11959|53
C00035006|94583|2017|208|12167|54
C00035006|94583|2017|208|12375|55
C00035006|94583|2017|208|12583|56
C00035006|94583|2017|208|12791|57
C00035006|94583|2017|208|12999|58
C00035006|94583|2017|208|13207|59
C00035006|94583|2017|208|13415|60
C00035006|94583|2017|208|13623|61
C00035006|94583|2017|208|13831|62
C00035006|94583|2017|208|14039|63
C00035006|94583|2017|208|14247|64
C00035006|94583|2017|208|14455|65
C00035006|94583|2017|208|14663|66
C00035006|94583|2017|208|14871|67
C00035006|94583|2017|208|15079|68
C00035006|94583|2017|208|15287|69
C00035006|94583|2017|208|15495|70
C00035006|94583|2017|208|15703|71
C00035006|94583|2017|208|15911|72
C00035006|94583|2017|208|16119|73
C00035006|94583|2017|208|16327|74
C00035006|94583|2017|208|16535|75
C00035006|94583|2017|208|16743|76
C00035006|94583|2017|208|16951|77
C00035006|94583|2017|208|17159|78
C00035006|94583|2017|208|17367|79
C00035006|94583|2017|208|17575|80
C00117838|60015|2017|208|17786|81
C00193433|96815|2017|208|17886|82
C00193433|22203|2017|208|17901|83
C00193433|94705|2017|208|18901|84
C00193433|97333|2017|208|18951|85
C00193433|94708|2017|208|18991|86
C00193433|85501|2017|208|19026|87
C00193433|20015|2017|208|19126|88
C00193433|96815|2017|208|19176|89
C00193433|10516|2017|208|19226|90
C00193433|85718|2017|208|19626|91
C00193433|29205|2017|208|19876|92
C00193433|11218|2017|208|19976|93
C00193433|61525|2017|208|20026|94
C00193433|91702|2017|208|20276|95
C00193433|94708|2017|208|20330|96
C00193433|94025|2017|208|20371|97
C00193433|61525|2017|208|20396|98
C00193433|61525|2017|208|20421|99
C00193433|77006|2017|208|20671|100
C00193433|10516|2017|208|20721|101
C00193433|65203|2017|208|20761|102
C00193433|33626|2017|208|20811|103
C00193433|10014|2017|208|20961|104
C00193433|92835|2017|208|20986|105
C00193433|61525|2017|208|21486|106
C00193433|93105|2017|208|21786|107
C00193433|98127|2017|208|21836|108
C00193433|97333|2017|208|21886|109
C00193433|10577|2017|208|22136|110
C00193433|91702|2017|208|22294|111
C00193433|94114|2017|208|22394|112
C00193433|87111|2017|208|22644|113
C00193433|50313|2017|208|22699|114
C00193433|65203|2017|208|22799|115
C00193433|22206|2017|208|22849|116
C00193433|80503|2017|208|22949|117
C00024968|35976|2017|208|24949|118
C00193433|12604|2017|208|24999|119
C00193433|11218|2017|208|25099|120
C00193433|11215|2017|208|25599|121
C00193433|11215|2017|208|26099|122
C00193433|78636|2017|208|26299|123
C00193433|10504|2017|208|26349|124
C00193433|95926|2017|208|26849|125
C00193433|95926|2017|208|27349|126
C00193433|62522|2017|208|27374|127
C00193433|62522|2017|205|27399|128
C00193433|53711|2017|200|27499|129
C00193433|95926|2017|205|27999|130
C00193433|83702|2017|205|28299|131
C00193433|70360|2017|200|28349|132
C00193433|98127|2017|200|28399|133
C00193433|93546|2017|190|28434|134
C00193433|10025|2017|174|28500|135
C00193433|49682|2017|158|28588|136
C00193433|11579|2017|158|28638|137
C00193433|33626|2017|150|28663|138
C00193433|94708|2017|125|28698|139
C00193433|10023|2017|125|28748|140
C00193433|98127|2017|100|28783|141
C00193433|86336|2017|100|28856|142
C00193433|86336|2017|100|28929|143
C00193433|32301|2017|100|28979|144
C00193433|55116|2017|100|29014|145
C00193433|22314|2017|100|30014|146
C00193433|11579|2017|100|30064|147
C00193433|95926|2017|100|30564|148
